Jordan,2017,0.083486721
Kazakhstan,2017,0.191898655
Kenya,2017,16.784879
Kiribati,2017,0.048719382
Kuwait,2017,0.070122507
Kyrgyzstan,2017,0.550313881
Laos,2017,1.16223617
Latin America and Caribbean,2017,1.250894756
Latvia,2017,0.451642054
Lebanon,2017,0.334948474
Lesotho,2017,25.13845288
Liberia,2017,5.912961187
Libya,2017,0.300811158
Lithuania,2017,0.163906681
Low SDI,2017,2.890921293
Low-middle SDI,2017,3.162182428
Luxembourg,2017,0.054570722
Macedonia,2017,0.008690648
Madagascar,2017,1.375042014
Malawi,2017,16.9600179
Malaysia,2017,0.957058695
Maldives,2017,0.06574668
Mali,2017,3.125287749
Malta,2017,0.040752845
Marshall Islands,2017,0.655904674
Mauritania,2017,0.096673274
Mauritius,2017,0.927870738
Mexico,2017,0.783807836
Micronesia (country),2017,4.07420072
Middle SDI,2017,1.849476079
Moldova,2017,0.414826996
Mongolia,2017,0.093814126
Montenegro,2017,0.020912463
Morocco,2017,0.273533437
Mozambique,2017,24.17144689
Myanmar,2017,1.30621535
Namibia,2017,23.25540344
Nepal,2017,1.43272816
Netherlands,2017,0.036545605
New Zealand,2017,0.030606282
Nicaragua,2017,2.552520322
Niger,2017,1.132208726
Nigeria,2017,10.73953998
North Africa and Middle East,2017,0.329720187
North America,2017,0.242822709
North Korea,2017,0.381423375
Northern Ireland,2017,0.053216347
Northern Mariana Islands,2017,0.158466421
Norway,2017,0.035733701
Oceania,2017,1.360447758
Oman,2017,1.211201955
Pakistan,2017,0.375619288
Palestine,2017,0.071154127
Panama,2017,2.77415951
Papua New Guinea,2017,1.552228934
Paraguay,2017,2.33955766
Peru,2017,1.696636652
Philippines,2017,0.629713744
Poland,2017,0.036419239
Portugal,2017,0.44193693
Puerto Rico,2017,0.690794204
Qatar,2017,0.187162773
Romania,2017,0.063388238
Russia,2017,1.052042415
Rwanda,2017,4.350740474
Saint Lucia,2017,0.589186059
Saint Vincent and the Grenadines,2017,2.004896841
Samoa,2017,0.843848658
Sao Tome and Principe,2017,0.019513968
Saudi Arabia,2017,0.557420573
Scotland,2017,0.043073869
Senegal,2017,2.062537141
Serbia,2017,0.058600273
Seychelles,2017,0.75970206
Sierra Leone,2017,3.085162063
Singapore,2017,0.164786005
Slovakia,2017,0.007406446
Slovenia,2017,0.012428246
Solomon Islands,2017,0.682702579
Somalia,2017,1.663501782
South Africa,2017,28.45947221
South Asia,2017,0.489914226
South Korea,2017,0.049283682
South Sudan,2017,3.770024208
Southeast Asia,2017,1.199606089
"Southeast Asia, East Asia, and Oceania",2017,0.577790141
Southern Latin America,2017,0.503198107
Southern Sub-Saharan Africa,2017,25.51423169
Spain,2017,0.170131783
Sri Lanka,2017,0.044516552
Sub-Saharan Africa,2017,9.524166569
Sudan,2017,2.542914677
Suriname,2017,2.372338995
Swaziland,2017,24.81197513
Sweden,2017,0.024774811
Switzerland,2017,0.059412598
Syria,2017,0.009901618
Taiwan,2017,0.110256273
Tajikistan,2017,0.092894203
Tanzania,2017,8.271159058
Thailand,2017,4.151319041
Timor,2017,3.09075666
Togo,2017,7.691165734
Tonga,2017,0.175082488
Trinidad and Tobago,2017,1.935311597
Tropical Latin America,2017,1.17000283
Tunisia,2017,0.294523441
Turkey,2017,0.049808503
Turkmenistan,2017,0.301755171
Uganda,2017,11.15426226
Ukraine,2017,0.736046827
United Arab Emirates,2017,0.779342256
United Kingdom,2017,0.043416837
United States,2017,0.256966489
United States Virgin Islands,2017,0.715572786
Uruguay,2017,0.539790167
Uzbekistan,2017,0.293616884
Vanuatu,2017,0.607745206
Venezuela,2017,1.237258774
Vietnam,2017,1.889930956
Wales,2017,0.041730726
Western Europe,2017,0.08294967
Western Sub-Saharan Africa,2017,7.716981769
World,2017,1.706112511
Yemen,2017,0.23749735
Zambia,2017,18.41693992
Zimbabwe,2017,13.67310288
